no;FileTrail Line_ID;Exploration Archives Line Name;Open Works LINE;SURVEY - for 3D lines
226;RIMELLA_3D;EM309;98CG010;
227;RIMELLA_3D;EM310;RS-148;
228;RIMELLA_3D;EM311;MO-01-285;
229;RIMELLA_3D;EM312;E-EM-264;
230;RIMELLA_3D;EM313;85-AK-16;
231;RIMELLA_3D;EM314;MO-01-210;
232;RIMELLA_3D;EM315;MO-01-212;
233;RIMELLA_3D;EM316;MO-01-214;
234;RIMELLA_3D;EM318;MO-01-251;
235;RIMELLA_3D;9260_86;MO-01-253;
236;RIMELLA_3D;EM301;85-AK-16;
237;SMO91-09;EM302;85-BZ-01EXT;
238;SMO91-10;EM304;85-BZ-02;
239;SMO91-10;EM305;85-BZ-02;
240;SMO91-10;EM306;85-BZ-04;
241;SMO91-10;83MMO1;85-BZ-04;
242;SMO91-11;83MMO10;1770;
243;SMO91-11;83MMO10A;1771;
244;SP-83-34;83MMO22;1772;
245;SP-83-34;83MMO23;85-BZ-07;
246;SP-83-34A;83MMO27;85-BZ-08;
247;SP-83-34A;83MMO28;85-BZ-08;
248;SP-83-34A;83MMO24;77-GR-30;
249;SP-83-34A;83MMO24A;77-GR-29;
250;SP-83-35;83MMO24B;77-GR-30;
251;RIMELLA_3D;83MMO37;1772;
252;RIMELLA_3D;83MMO39;1773;
253;RIMELLA_3D;83MMO11;85-BZ-09;
254;RIMELLA_3D;83MMO11A;85-BZ-09;
255;RIMELLA_3D;83MMO12;85-BZ-10;
256;RIMELLA_3D;83MMO25;E-95-LK-58;
257;RIMELLA_3D;83MMO25A;77-GR-31;
258;RIMELLA_3D;83MMO4;77-GR-32;
259;RIMELLA_3D;83MMO41;77-GR-32;
260;RIMELLA_3D;83MMO26;77-GR-31;
261;RIMELLA_3D;83MMO26A;E-E99MA01-27;
262;RIMELLA_3D;83MMO3;E-E99MA01-28;
263;RIMELLA_3D;83MMO6;03-ML-03;
264;RIMELLA_3D;83MMO6A;03-ML-04;
265;RIMELLA_3D;83MMO7;03-ML-05;
266;RIMELLA_3D;83MMO29;E-E99MA01-29;
267;RIMELLA_3D;83MMO8B;E-E99MA01-30;
268;RIMELLA_3D;83MMO9-1;E-E99MA01-31;
269;RIMELLA_3D;83MMO8C;E-E99MA01-32;
270;RIMELLA_3D;83MMO9;85KT-11;
271;RIMELLA_3D;83MMO13;85KT-11;
272;SMO91-11;83MMO13A;86-JK-11;
273;SMO91-11;83MMO14;TZ-08;
274;SMO91-12;83MMO14A;HX-14B;
275;SMO91-12;83MMO12A;HX-14C;
276;SMO91-12;83MMO43;HX-15A;
277;SMO91-12;83MMO43A;HX-15B;
278;SMO91-13;83MMO14B;HX-15C;
279;SP-83-35;83MMO15;HX-15D;
280;SP-83-35;83MMO16;HX-16A;
281;SP-83-35;83MMO17;HX-16B;
282;SP-83-35-1;83MMO17A;HX-16C;
283;SP-83-35-1;83MMO18;HX-16D;
284;SP-83-35-1;83MMO18A;HX-17;
285;SP-83-35-1;83MMO47;KT-12;
286;RIMELLA_3D;83MMO49;KT-13;
287;RIMELLA_3D;83MMO18B;KT-14;
288;RIMELLA_3D;83MMO19;MR-01;
289;RIMELLA_3D;83MMO2;MR-02;
290;RIMELLA_3D;83MMO20;MR-03;
291;RIMELLA_3D;83MMO22A;MR-04;
292;RIMELLA_3D;83MMO5;MR-05;
293;RIMELLA_3D;83MMO50;MR-06;
294;RIMELLA_3D;83MMO50A;MR-07;
295;RIMELLA_3D;83MMO50B;MR-09;
296;RIMELLA_3D;83MMO51;MR-10;
297;RIMELLA_3D;83MMO51A;MR-12;
298;RIMELLA_3D;83MMO21;MR-13;
299;ROCM98-01;83MMO21A;MR-14;
300;RS_UNKNOWN;83MMO8;MR-18;
301;RS_UNKNOWN;83MMO8A;MR-19;
302;RS_UNKNOWN;83MMO9-3;MR-20;
303;RS_UNKNOWN;83MMO9-2;MR-21;
304;SMO91-13;83MMO45;MR-24;
305;SMO91-13;83MMO4A;MR-25;
306;SMO91-13;83MMO53;PMK-09;
307;SMO91-14;83MMO55;PMK-09E;
308;SMO91-14;83MMO5A;PMK-10;
309;SMO91-14;83MMO30;PMK-11;
310;SMO91-14;83MMO31;PMK-12;
311;WCI-1;83MMO31A;PMK-13;
312;WCI-1;83MMO33;PMK-14;
313;WCI-1;83MMO35;98AN109-10;
314;WCI-1;75001;98CG001;
315;WCI-1;75002;98CG002;
316;WCI-2;75005;98CG004;
317;RIMELLA_3D;75021;98CG005;
318;RIMELLA_3D;75022;98CG006;
319;RIMELLA_3D;75025;98CG007;
320;RIMELLA_3D;75026;98CG009;
321;RIMELLA_3D;75029;98CG009_EM-220_6DEC98;
322;RIMELLA_3D;75030;E-83MMO-37;
323;RIMELLA_3D;75033;E-83MMO-39;
324;RIMELLA_3D;75034;E-83MMO-41;
325;RIMELLA_3D;75037A;E-83MMO-43;
326;RIMELLA_3D;75037B;E-83MMO-45;
327;RIMELLA_3D;75038A;E-83MMO-47;
328;RIMELLA_3D;75038B;E-87KA-55;
329;RIMELLA_3D;75042;E-90-LK-48;
330;RIMELLA_3D;75045;E-90-LK-49;
331;RS_UNKNOWN;75018B;RS-159;
332;RS_UNKNOWN;75046;RS-161;
333;RS_UNKNOWN;75050A;RS-163;
334;RS_UNKNOWN;75006;RS-164;
335;RS_UNKNOWN;75009;RS-165;
336;RS_UNKNOWN;75010;RS-165A;
337;SMO91-15;75050B;RS-167;
338;SMO91-15;75053;E-ESO-EM-27;
339;SMO91-15;75013;E-ESO-EM-27A;
340;SMO91-15;75014;E-ESO-EM-91;
341;SMO91-17;75054;AR04-2;
342;SMO91-17;75058;AR04-3;
343;SMO91-17;75061;AR08-1;
344;WCI-2;75017;E-ESO-EMS-40;
345;WCI-2;75018A;E-ESO-EMS-50;
346;WCI-2;75062;E-ESO-EMS-60;
347;WCI-4;75066;E-ESO-EMS-70;
348;WCI-4;75069;JM87-054C;
349;WCI-4;75070;JM87-074C;
350;RIMELLA_3D;75074;JM87-080C;
351;RIMELLA_3D;75077;E-ESO-EMS-91A;
352;RIMELLA_3D;75078;E-ESO-EMS-95A;
353;RIMELLA_3D;75082;LD-364A;
354;RIMELLA_3D;83MMO1;LD-364B;
355;RIMELLA_3D;83MMO10;LD-366;
356;RIMELLA_3D;83MMO10A;LD-366X;
357;RIMELLA_3D;83MMO11;LD-366XX;
358;RIMELLA_3D;83MMO11A;98TAF-07;
359;RIMELLA_3D;83MMO12;A99TAF-051;
360;RIMELLA_3D;83MMO12A;A99TAF-054;
361;RIMELLA_3D;83MMO13;A99TAF-056;
362;RS_UNKNOWN;83MMO13A;A99TAF-059;
363;RS_UNKNOWN;83MMO16;98CG110;
364;RS_UNKNOWN;83MMO17;98CG112;
365;RS_UNKNOWN;83MMO17A;98CG113;
366;RS_UNKNOWN;83MMO18;98CG117;
367;RS_UNKNOWN;83MMO18A;98CG208;
368;SMO91-17;83MMO18B;E-KA-21;
369;SMO91-19;83MMO19;E-ESO-EM-107;
370;SMO91-19;83MMO2;EM312;
371;SMO91-19;83MMO20;EM-217P1;
372;SMO91-19;83MMO21;E-ESO-EM-14;
373;SMO91-21;83MMO21A;E-ESO-EM-14A;
374;SMO91-21;83MMO30;EM-217P2;
375;WCI-4;83MMO31;AR02-2;
376;WCI-6;83MMO31A;AR04-1;
377;WCI-6;83MMO22;E-ESO-EM-15-2;
378;WCI-6;83MMO22A;E-ESO-EM-217;
379;WCI-6;83MMO25;E-ESO-EM-256;
380;WCI-8;83MMO25A;LD-386A_1;
381;RIMELLA_3D;83MMO26;LD-371;
382;RIMELLA_3D;83MMO26A;LD-368;
383;RIMELLA_3D;83MMO33;E-E99MA01-01;
384;RIMELLA_3D;83MMO35;E-E99MA01-02;
385;RIMELLA_3D;83MMO37;E-E99MA01-03;
386;RIMELLA_3D;83MMO23;E-E99MA01-04;
387;RIMELLA_3D;83MMO24;E-E99MA01-06;
388;RIMELLA_3D;83MMO24A;E-E99MA01-07;
389;RIMELLA_3D;83MMO24B;E-E99MA01-08;
390;RIMELLA_3D;83MMO27;E-E99MA01-09;
391;RIMELLA_3D;83MMO28;E-E99MA01-10;
392;RIMELLA_3D;83MMO29;E-E99MA01-11;
393;RIMELLA_3D;83MMO3;98AN008-01;
394;RIMELLA_3D;83MMO39;98AN019-14;
395;RS_UNKNOWN;83MMO4;98AN030-11;
396;RS_UNKNOWN;83MMO41;98AN107-06;
397;RS_UNKNOWN;83MMO43;85KT-01;
398;RS_UNKNOWN;83MMO14;85KT-02A;
399;RS_UNKNOWN;83MMO14A;85KT-05;
400;RS_UNKNOWN;83MMO14B;85KT-06;
401;SMO91-21;83MMO15;E-E99MA01-12;
402;SMO91-21;83MMO43A;E-E99MA01-13;
403;SMO91-23;83MMO45;E-BR-01;
404;SMO91-23;83MMO47;E-E99MA01-14;
405;SMO91-23;83MMO49;86-JK-15;
406;SMO91-23;83MMO4A;86-JK-16;
407;SMO91-25;83MMO5;E-E99MA01-15;
408;WCI-8;83MMO50;E-E99MA01-16;
409;WCI-8;83MMO50A;E-E99MA01-17;
410;WCI-8;83MMO50B;E-E99MA01-18;
411;RIMELLA_3D;83MMO51;E-E99MA01-19;
412;RIMELLA_3D;83MMO51A;LD-371X;
413;RIMELLA_3D;83MMO53;LD-377;
414;RIMELLA_3D;83MMO55;E-E99MA01-20;
415;RIMELLA_3D;83MMO5A;E-WST-A1N;
416;RIMELLA_3D;83MMO6;E-83MMO-29;
417;RIMELLA_3D;83MMO6A;E-83MMO-31;
418;RIMELLA_3D;83MMO7;SM91-49;
419;RIMELLA_3D;83MMO8;SM91-51;
420;RIMELLA_3D;83MMO8A;SM91-53;
421;RIMELLA_3D;83MMO8B;SMH-98-001;
422;RIMELLA_3D;83MMO8C;SMH-98-005;
423;RS_UNKNOWN;83MMO9;SMH-98-006;
424;RS_UNKNOWN;83MMO9-1;SMH-98-008;
425;RS_UNKNOWN;83MMO9-2;SMH-98-012;
426;RS_UNKNOWN;83MMO9-3;SMH-98-014;
427;RS_UNKNOWN;MO91-21;SMH-98-022;
428;RS_UNKNOWN;MO91-23;SMH-98-028;
429;SMO91-25;MO91-25;SMR-03X;
430;SMO91-25;MO91-27;SMR-12;
431;SMO91-25;MO91-29;SMR-13-I;
432;SMO91-27;MO91-31;SMR-13-II;
433;SMO91-27;MO91-35;SMR-16-I;
434;SMO91-27;MO91-37;SMR-16-II;
435;SMO91-27;MO91-33;SMR-16-III;
436;RIMELLA_3D;MO91-39;SMR-20-I;
437;RIMELLA_3D;MO91-43;E-SEM-15;
438;RIMELLA_3D;MO91-03;SM91-02;
439;RIMELLA_3D;MO91-01;MO-01-004;
440;RIMELLA_3D;MO91-05;MO-01-005;
441;RIMELLA_3D;MO91-07;MO-01-007;
442;RIMELLA_3D;MO91-09;SMR-20-IIX;
443;RIMELLA_3D;MO91-11;SMR-20-II;
444;RIMELLA_3D;MO91-13;RS-170A;
445;RIMELLA_3D;MO91-14;RS-171;
446;RIMELLA_3D;MO91-41;RS-173;
447;RIMELLA_3D;MO91-41A;RS-202;
448;RIMELLA_3D;MO91-45;SMR-20-IIXX;
449;RIMELLA_3D;MO91-47;SP-83-22;
450;RS-101;MO91-49;SP-83-23_1;
451;RS-111;MO91-51;RS-202A;
452;RS-117;MO91-53;SP-83-24A;
453;RS-130;MO91-12;SP-83-25;
454;RS-130;MO91-04;SP-83-25A;
455;83MMO_2D;M091-02;SP-83-26;
456;86-19A;MO91-06;SP-83-34;
457;SMO91-29;MO91-08;SP-83-34A;
458;SMO91-29;MO91-10;RS-202B;
459;SMO91-29;MO91-15;D-87LK33;
460;SMO91-29;MO91-17;D-87LK36;
461;SMO91-31;MO91-19;SP-83-35;
462;SMO91-31;SM091-02;SP-83-35-1;
463;SMO91-31;SMO91-01;RS-204;
464;RIMELLA_3D;SMO91-03;RS-301;
465;RIMELLA_3D;SMO91-04;D-90LK53;
466;RIMELLA_3D;SMO91-05;D-92GH27;
467;RIMELLA_3D;SMO91-06;D-BRO5;
468;RIMELLA_3D;SMO91-07;D-KA12;
469;RIMELLA_3D;SMO91-08;D-KA16V;
470;RIMELLA_3D;SMO91-09;E-SPA-SP83-15;
471;RIMELLA_3D;SMO91-10;E-SPA-SP83-16;
472;RIMELLA_3D;SMO91-11;E-SPA-SP83-17;
473;RIMELLA_3D;SMO91-12;E-SPA-SP83-18;
474;RIMELLA_3D;SMO91-13;E-SPA-SP83-19;
475;RIMELLA_3D;SMO91-14;E-TAU-86-35A;
476;86-19A;SMO91-15;E-TAU-SP83-10;
477;86-19A;SMO91-17;E-TAU-SP86-13;
478;86-19A;SMO91-19;E-TAUM99-21;
479;86-9260;SMO91-21;E-EM-240;
480;A1N;SMO91-23;E-EM-248;
481;SEM-05;SMO91-25;E-EM-252;
482;SEM-05;SMO91-27;83MMO-05;
483;SMO91-31;SMO91-29;83MMO-06;
484;SMO91-33;SMO91-31;83MMO-08;
485;SMO91-33;SMO91-33;E-EM-260;
486;SMO91-33;SMO91-35;E-EM-268;
487;SMO91-33;SMO91-37;E-EM-272;
488;SMO91-35;SMO91-39;E-EM-301;
489;SMO91-35;SMO91-41;E-EM-302;
490;RIMELLA_3D;SMO91-41A;83MMO-08C;
491;RIMELLA_3D;SMO91-43;83MMO-09;
492;RIMELLA_3D;SMO91-45;83MMO-09-1;
493;RIMELLA_3D;SMO91-47;83MMO-12A;
494;RIMELLA_3D;SMO91-49;83MMO-13;
495;RIMELLA_3D;SMO91-51;E-EM-304;
496;RIMELLA_3D;SMO91-53;E-EM-305;
497;RIMELLA_3D;WCI-1;E-EM-221;
498;RIMELLA_3D;WCI-2;83MMO-16;
499;RIMELLA_3D;WCI-3#1;83MMO-17;
500;RIMELLA_3D;WCI-3#2;SM91-13;
501;RIMELLA_3D;WCI-4;D-KA3;
502;RIMELLA_3D;WCI-6;D-KA4;
503;SEM-05;WCI-8;D-KA41;
504;SEM-05;98CG001-19;E-EM-307;
505;SEM-05;98CG213-27;E-EM-308;
506;SEM-05;98CG002-18;E-EM-309;
507;SHARK-B1_3D;98CG003--20;83MMO-18;
508;SHARK-B1_3D;98CG004-01;83MMO-19;
509;SHARK-B1_3D;98CG005-21;83MMO-20;
510;SMO91-35;98CG006-02;83MMO-21;
511;SMO91-35;98CG007-24;SM91-14;
512;SMO91-47;98CG009-22;D-KA43;
513;SMO91-47;98CG010-04;E-EM-311;
514;SMO91-47;98CG011-25;E-EM-313;
515;SMO91-47;98CG014-12;E-EM-314;
516;SMO91-49;98CG015-07;D-LK16;
517;2001RM-0001T1-001;98CG019-17;D-LK3;
518;2001RM-0001T1-001;98CG021-14;E-EM-315;
519;2001RM-0001T1-001;98CG023-13;E-EM-316;
520;2001RM-0001T1-001;98CG109-23;SM91-15;
521;2001RM-0001T1-001;98CG110-05;SM91-17;
522;2001RM-0001T1-001;98CG112-28;D-KA17V;
523;2001RM-0001T1-001;98CG215-15;E-EM-306;
524;2001RM-0004T1-002;98CG113-26;E-EM-318;
525;2001RM-0004T1-002;98CG117-16;E-ESO-EM-06;
526;2001RM-0004T1-002;98CG208-29;WCI-8;
527;2001RM-0004T1-002;86-33A;ENT-E98MA03-01;
528;2001RM-0004T1-002;88-1;D-PR1;
529;2001RM-0004T1-002;88-10;D-PR3;
530;2001RM-0004T1-002;88-11;ROCM98-06;
531;2001RM-0005T1-009;88-12;ROCM98-07;
532;2001RM-0005T1-009;88-13;ROCM98-08;
533;2001RM-0005T1-009;88-14;ENT-E98MA03-02;
534;2001RM-0005T1-009;88-2;ENT-E98MA03-03;
535;2001RM-0005T1-009;88-3;E-75-KA-13;
536;2001RM-0005T1-009;88-4;ROCM98-09;
537;2001RM-0005T1-009;88-5;ROCM98-10;
538;2001RM-0007T1-033;88-6A;ROCM98-11A;
539;2001RM-0007T1-033;88-6B;ENT-E98MA03-04;
540;2001RM-0007T1-033;88-7;ENT-E98MA03-05;
541;2001RM-0007T1-033;88-8;E-83MMO-23;
542;2001RM-0007T1-033;88-9;D-PR4;
543;2001RM-0007T1-033;86-25A;ROCM98-12;
544;2001RM-0007T1-033;86-27;ROCM98-14;
545;2001RM-0010T1-107;86-29;ROCM98-15A;
546;2001RM-0010T1-107;86-3;98CG015;
547;2001RM-0010T1-107;86-31;ROCM98-17;
548;2001RM-0010T1-107;86-35A;ROCM98-18;
549;2001RM-0010T1-107;86-37A;RS-101;
550;2001RM-0010T1-107;86-4;98CG019;
551;2001RM-0010T1-107;86-4/2;98CG021;
552;2001RM-0011T1-048;86-5;98CG023;
553;2001RM-0011T1-048;86-6;PC-9249-86;
554;2001RM-0011T1-048;86-6/2;PC-9249A-86;
555;2001RM-0011T1-048;86-7;PC-9250-86;
556;2001RM-0011T1-048;86-9;PC-9251-86;
557;2001RM-0011T1-048;86-1;RS-111;
558;2001RM-0011T1-048;86-11;RS-117;
559;2001RM-0012T1-011;86-13;RS-122;
560;2001RM-0012T1-011;86-15A;RS-122A;
561;2001RM-0012T1-011;86-17A;PC-9252-86;
562;2001RM-0012T1-011;86-19A;PC-9253-86;
563;2001RM-0012T1-011;86-2;PC-9255-86;
564;2001RM-0012T1-011;86-2/2;PC-9260-86;
565;2001RM-0012T1-011;86-2/3;PC-9266-86;
566;2001RM-0001T1-001;86-21A;PC-9267-86;
567;2001RM-0001T1-001;86-23A;PC-9267-86;
568;2001RM-0001T1-001;L-26;PC-9268-86;
569;2001RM-0001T1-001;L-260;RS-129;
570;2001RM-0001T1-001;L-261;RS-129A;
571;2001RM-0001T1-001;L-262;RS-130;
572;2001RM-0001T1-001;L-27;RS-140;
573;2001RM-0004T1-002;L-28;85-AK-13;
574;2001RM-0004T1-002;L-3;85-AK-13;
575;2001RM-0004T1-002;L-30;86-JK-27;
576;2001RM-0004T1-002;L-32;86-JK-28;
577;2001RM-0004T1-002;L-33;86-JK-25;
578;2001RM-0004T1-002;L-34;86-JK-26;
579;2001RM-0004T1-002;L-35;86-JK-31;
580;2001RM-0005T1-009;L-36;86-JK-32;
581;2001RM-0005T1-009;L-37;77-GR-26EXT;
582;2001RM-0005T1-009;L-38;77-GR-26EXT;
583;2001RM-0005T1-009;L-39;MO-01-205;
584;2001RM-0005T1-009;L-4;MO-01-206;
585;2001RM-0005T1-009;L-40;MO-01-255;
586;2001RM-0005T1-009;L-41;MO-01-257;
587;2001RM-0007T1-033;L-42;MO-01-259;
588;2001RM-0007T1-033;L-43;PC-9233-86;
589;2001RM-0007T1-033;L-44;PC-9235-86;
590;2001RM-0007T1-033;L-45;PC-9236-86;
591;2001RM-0007T1-033;L-47;PC-9237-86;
592;2001RM-0007T1-033;L-48;85-AK-14;
593;2001RM-0007T1-033;L-5;85-AK-14;
594;2001RM-0010T1-107;L-5A;85-AK-15;
595;2001RM-0010T1-107;L-6;85-AK-15;
596;2001RM-0010T1-107;L-6A;84-GR-1;
597;2001RM-0010T1-107;L-7;84-GR-1;
598;2001RM-0010T1-107;L-8;84-KB-01;
599;2001RM-0010T1-107;L-9;87-AK-06;
600;2001RM-0010T1-107;L-1;87-AK-17;
601;2001RM-0011T1-048;L-10;87-AK-18;
602;2001RM-0011T1-048;L-11;87-AK-19;
603;2001RM-0011T1-048;L-12;87-AK-20;
604;2001RM-0011T1-048;L-13;MO-01-263;
605;2001RM-0011T1-048;L-14;MO-01-265;
606;2001RM-0011T1-048;L-15;MO-01-267;
607;2001RM-0011T1-048;L-16;PC-9238-86;
608;2001RM-0012T1-011;L-17;PC-9239-86;
609;2001RM-0012T1-011;L-18;PC-9240-86;
610;2001RM-0012T1-011;L-19;PC-9240A-86;
611;2001RM-0012T1-011;L-2;82-GR-45;
612;2001RM-0014T1-106;L-20;84-GR-01;
613;2001RM-0014T1-106;L-21;84-GR-01;
614;2001RM-0014T1-106;L-22;84-GR-02;
615;2001RM-0001T1-001;L-23;84-GR-02;
616;2001RM-0001T1-001;L-24;84-GR-02;
617;2001RM-0001T1-001;L-25;84-GR-03;
618;2001RM-0001T1-001;L-250;84-GR-03;
619;2001RM-0001T1-001;L-252;1KT-31;
620;2001RM-0001T1-001;L-253;1KT-33;
621;2001RM-0001T1-001;L-254;77-GR-20;
622;2001RM-0004T1-002;L-255;77-GR-20;
623;2001RM-0004T1-002;L-256;77-GR-21;
624;2001RM-0004T1-002;L-257;77-GR-21;
625;2001RM-0004T1-002;L-258;77-GR-22;
626;2001RM-0004T1-002;L-259;87-AK-21;
627;2001RM-0004T1-002;98AN008_01;98KT-16;
628;2001RM-0004T1-002;98AN109_10;98KT-16;
629;2001RM-0005T1-009;98AN015_16;98KT-16;
630;2001RM-0005T1-009;98AN019_14;98KT-16;
631;2001RM-0005T1-009;98AN023_13;98KT-16;
632;2001RM-0005T1-009;98AN030_11;98KT-17;
633;2001RM-0005T1-009;98CG001-19;98KT-17;
634;2001RM-0005T1-009;98CG003-20;PC-9241-86;
635;2001RM-0005T1-009;98CG004-01;PC-9242-86;
636;2001RM-0007T1-033;98CG002-18;PC-9243-86;
637;2001RM-0007T1-033;98CG005-21;PC-9244-86;
638;2001RM-0007T1-033;98CG006-02;84-GR-04;
639;2001RM-0007T1-033;98CG007-24;84-GR-04;
640;2001RM-0007T1-033;98CG208-29;84-GR-05;
641;2001RM-0007T1-033;98CG009-22;84-GR-05;
642;2001RM-0007T1-033;98CG010-04;84-GR-06;
643;2001RM-0010T1-107;98CG011-25;84-GR-06;
644;2001RM-0010T1-107;98CG112-28;84-GR-07;
645;2001RM-0010T1-107;98CG113-26;84-GR-07;
646;2001RM-0010T1-107;98CG014-12;ROCM98-13;
647;2001RM-0010T1-107;98CG015-07;83MMO-55;
648;2001RM-0010T1-107;98CG117-16;85-BZ-05;
649;2001RM-0010T1-107;98CG019-17;85-BZ-05;
650;2001RM-0011T1-048;98CG021-14;85-BZ-06;
651;2001RM-0011T1-048;98CG023-13;85-BZ-06;
652;2001RM-0011T1-048;EM-224;98KT-17;
653;2001RM-0011T1-048;SEM301;98KT-17;
654;2001RM-0011T1-048;SEM302;98KT-18;
655;2001RM-0011T1-048;EM-204;84-GR-10;
656;2001RM-0011T1-048;SEM304;84-GR-12;
657;2001RM-0014T1-106;SEM305;PC-9245-86;
658;2001RM-0014T1-106;SEM306;PC-9245A-86;
659;2001RM-0014T1-106;SEM307;PC-9246-86;
660;2001RM-0014T1-106;SEM308;PC-9247-86;
661;2001RM-0014T1-106;SEM309;85-BZ-07;
662;2001RM-0014T1-106;SEM311;PC-9248A-86;
663;2001RM-0014T1-106;SEM313;E-EM-244;
664;2001RM-0001T1-001;SEM314;83MMO-10;
665;2001RM-0001T1-001;SEM315;PC-9248-86;
666;2001RM-0001T1-001;SEM316;JM87-022;
667;2001RM-0001T1-001;SEM318;93-AM-12;
668;2001RM-0001T1-001;9260-86;77-GR-22;
669;2001RM-0001T1-001;98AN001_03;77-GR-23;
670;2001RM-0001T1-001;98AN002-18;77-GR-23;
671;2001RM-0004T1-002;98AN003_04;77-GR-24;
672;2001RM-0004T1-002;98AN004_19;E-EM-209;
673;2001RM-0004T1-002;98AN006_23;98AN023-13;
674;2001RM-0004T1-002;98AN107_06;E-ESO-EM-95;
675;2001RM-0004T1-002;RS-111;AR19-1;
676;2001RM-0004T1-002;RS-117;MO-01-008;
677;2001RM-0004T1-002;RS-122;MO-01-330;
678;2001RM-0005T1-009;RS-122A;D-KA40;
679;2001RM-0005T1-009;RS-129;EM310;
680;2001RM-0005T1-009;RS-129A;BB-06;
681;2001RM-0005T1-009;RS-140;BB-06_200;
682;2001RM-0005T1-009;RS-171;BB-07;
683;2001RM-0005T1-009;RS-173;BB-07V_07V;
684;2001RM-0005T1-009;RS-157;77-GR-24;
685;2001RM-0007T1-033;RS-159;77-GR-25;
686;2001RM-0007T1-033;RS-165A;77-GR-25;
687;2001RM-0007T1-033;RS-167;ENT-E98MA03-14;
688;2001RM-0007T1-033;RS-140A;ENT-E98MA03-15;
689;2001RM-0007T1-033;RS-144;83MMO-07;
690;2001RM-0007T1-033;RS-148;ENT-E98MA03-21;
691;2001RM-0007T1-033;RS-161;E-E99MA01-53;
692;2001RM-0010T1-107;RS-163;MO-01-269;
693;2001RM-0010T1-107;RS-168;MO-01-271;
694;2001RM-0010T1-107;RS-169;MO-01-118;
695;2001RM-0010T1-107;RS-152;MO-01-273;
696;2001RM-0010T1-107;RS-155;77-GR-26;
697;2001RM-0010T1-107;RS-164;77-GR-26;
698;2001RM-0010T1-107;RS-165;77-GR-26;
699;2001RM-0011T1-048;RS-170;77-GR-27;
700;2001RM-0011T1-048;RS-170A;ENT-E98MA03-17;
701;2001RM-0011T1-048;RS-202;ENT-E98MA03-18;
702;2001RM-0011T1-048;RS-202A;ENT-E98MA03-20;
703;2001RM-0011T1-048;RS-202B;ENT-E98MA03-16;
704;2001RM-0011T1-048;RS-204;1762;
705;2001RM-0011T1-048;RS-301;1764A;
706;2001RM-0014T1-106;RS-302;1765;
707;2001RM-0014T1-106;RS-101;1765;
708;2001RM-0014T1-106;E99MA01-01;85-BZ-10;
709;2001RM-0014T1-106;E99MA01-02;85-BZ-11;
710;2001RM-0014T1-106;E99MA01-03;MO-01-279;
711;2001RM-0014T1-106;E99MA01-04;MO-01-281;
712;2001RM-0014T1-106;E99MA01-05;MO-01-283;
713;2001RM-0001T1-001;E99MA01-06;77-GR-27;
714;2001RM-0001T1-001;E99MA01-07;77-GR-28;
715;2001RM-0001T1-001;E99MA01-08;77-GR-28;
716;2001RM-0001T1-001;E99MA01-09;77-GR-29;
717;2001RM-0001T1-001;E99MA01-10;ENT-E98MA03-22;
718;2001RM-0001T1-001;E99MA01-11;ENT-E98MA03-23;
719;2001RM-0001T1-001;E99MA01-12;ENT-E98MA03-24;
720;2001RM-0004T1-002;E99MA01-13;ENT-E98MA03-25;
721;2001RM-0004T1-002;E99MA01-14;ENT-E98MA03-26;
722;2001RM-0004T1-002;E99MA01-15;ENT-E98MA03-27;
723;2001RM-0004T1-002;E99MA01-16;ENT-E98MA03-28;
724;2001RM-0004T1-002;E99MA01-17;1769;
725;2001RM-0004T1-002;E99MA01-18;E-E99MA01-24;
726;2001RM-0004T1-002;E99MA01-19;E-E99MA01-25;
727;2001RM-0005T1-009;E99MA01-20;E-E99MA01-26;
728;2001RM-0005T1-009;E99MA01-21;MO-01-287;
729;2001RM-0005T1-009;E99MA01-22;MO-01-302;
730;2001RM-0005T1-009;E99MA01-23;MO-01-304;
731;2001RM-0005T1-009;E99MA01-24;77-GR-33;
732;2001RM-0005T1-009;E99MA01-25;77-GR-34;
733;2001RM-0005T1-009;E99MA01-26;77-GR-34;
734;2001RM-0007T1-033;E99MA01-27;82-GR-35;
735;2001RM-0007T1-033;E99MA01-28;82-GR-35;
736;2001RM-0007T1-033;E99MA01-29;77-GR-33;
